objectid,collectionid,parentid,display_template,sequence,title,archival_call_number,archival_collection,finding_aid_ark,archival_series_title,folder_title,box,folder_num,contributing_institution,contributing_institution_uri,personal_creator,personal_creator_uri,corporate_creator,corporate_creator_uri,interviewee,interviewee_uri,interviewer,interviewer_uri,personal_contributor,personal_contributor_uri,corporate_contributor,corporate_contributor_uri,description,language,subject,subject_uri,location,location_uri,latitude,longitude,geodetic_datum,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,chronological_subject,extent,medium,medium_uri,genre,genre_uri,type,format,rights,rights_management_valueURI,date,date_digital,publisher,publisher_uri,ark,pres_file,filename,image_small,image_thumb,object_location,object_pdf,image_alt_text,object_ocr,object_hocr,object_transcript,avian_id,uid,issuance,issuance_start,issuance_end,frequency,relation,relation_uri,disclaimer,digital_origin
mezvinsky3,mezvinsky,,complex,0,"Letter to William L. Hungate from Elizabeth Holtzman, Edward Mezvinsky and Robert F. Drinan, May 14, 1976",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Holtzman, Elizabeth;Mezvinsky, Edward M.;Drinan, Robert F.",http://id.loc.gov/authorities/names/n87838631;http://id.loc.gov/authorities/names/n89604784;http://id.loc.gov/authorities/names/n50029599,,,,,,,,,,,"Letter to William L. Hungate, chairman of the House of Representatives Subcommittee on Criminal Justice, from Elizabeth Holtzman, Edward Mezvinsky and Robert F. Drinan, discussing the pardoning of Richard Nixon.",eng,,,Washington (D.C.),http://id.worldcat.org/fast/1204505,,,,"Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79018757,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1970s,3 pages,,,correspondence,http://vocab.getty.edu/aat/300026877,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1976-05-14,2018-08-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w98z73,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_019i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_019i001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky3.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky0,mezvinsky,mezvinsky3,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_019i001.tif,ms0274_mezvinsky_004_019i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_019i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_019i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_019i001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky1,mezvinsky,mezvinsky3,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_019i002.tif,ms0274_mezvinsky_004_019i002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_019i002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_019i002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_019i002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky2,mezvinsky,mezvinsky3,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_019i003.tif,ms0274_mezvinsky_004_019i003.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_019i003_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_019i003_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_019i003.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky10,mezvinsky,,complex,0,"Letter from Peter Loge to Edward Mezvinsky, December 23, 1998 containing a letter from Brad Sherman to members of the United States Senate",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Loge, Peter",,,,,,,,,,,,"Letter from Peter Loge, Presidential Chief of Staff to Edward Mezvinsky, containing a letter from Congressman Brad Sherman to members of the United States Senate regarding the impeachment of President Richard Nixon.",eng,Impeachments,http://id.worldcat.org/fast/968081,Washington (D.C.),http://id.worldcat.org/fast/1204505,,,,"Nixon, Richard M. (Richard Milhous), 1913-1994",http://id.loc.gov/authorities/names/n79018757,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1990s,6 pages,,,correspondence,http://vocab.getty.edu/aat/300026877,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1998-12-23,2018-08-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w9556v,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky10.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky4,mezvinsky,mezvinsky10,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i001.tif,ms0274_mezvinsky_004_024i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky5,mezvinsky,mezvinsky10,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i002.tif,ms0274_mezvinsky_004_024i002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky6,mezvinsky,mezvinsky10,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i003.tif,ms0274_mezvinsky_004_024i003.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i003_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i003_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i003.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky7,mezvinsky,mezvinsky10,child,4,Page 4,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i004.tif,ms0274_mezvinsky_004_024i004.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i004_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i004.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky8,mezvinsky,mezvinsky10,child,5,Page 5,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i005.tif,ms0274_mezvinsky_004_024i005.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i005_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i005_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i005.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky9,mezvinsky,mezvinsky10,child,6,Page 6,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_024i006.tif,ms0274_mezvinsky_004_024i006.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_024i006_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_024i006_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_024i006.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky34,mezvinsky,,complex,0,"In re report and recommendation of June 5, 1972 grand jury concerning transmission of evidence to the House of Representatives",MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,"Sirica, John J.",http://id.loc.gov/authorities/names/n79013872,,,,,,,,,,,"Order and opinion regarding the transmission of the grand jury of the U.S. District Court for the District of Columbia to the U.S. House Judiciary Committee authored by the court's chief judge, John J. Sirica. Sirica orders that the grand jury's report and recommendation be delivered to the Judiciary Committee along with accompanying materials. Sirica elaborates on the order's rationale in the opinion section.",eng,Grand jury;Watergate Affair (1972-1974),http://id.worldcat.org/fast/946332;http://id.worldcat.org/fast/1172679,,,,,,,,United States. Congress. House,http://id.loc.gov/authorities/names/n79107874,1970s,23 pages,,,writs,http://vocab.getty.edu/aat/300027864,Text,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,1974-03-18,2018-08-28,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,https://n2t.net/ark:/87292/w91g26,,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i001_th.jpg,,https://digitalcollections.iastatedigital.org/objects/mezvinsky/pdf/mezvinsky34.pdf,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital; Digitized with Plustek
mezvinsky11,mezvinsky,mezvinsky34,child,1,Page 1,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i001.tif,ms0274_mezvinsky_004_005i001.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i001_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i001_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i001.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky12,mezvinsky,mezvinsky34,child,2,Page 2,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i002.tif,ms0274_mezvinsky_004_005i002.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i002_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i002_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i002.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky13,mezvinsky,mezvinsky34,child,3,Page 3,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i003.tif,ms0274_mezvinsky_004_005i003.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i003_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i003_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i003.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky14,mezvinsky,mezvinsky34,child,4,Page 4,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i004.tif,ms0274_mezvinsky_004_005i004.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i004_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i004_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i004.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky15,mezvinsky,mezvinsky34,child,5,Page 5,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i005.tif,ms0274_mezvinsky_004_005i005.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i005_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i005_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i005.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky16,mezvinsky,mezvinsky34,child,6,Page 6,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i006.tif,ms0274_mezvinsky_004_005i006.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i006_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i006_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i006.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky17,mezvinsky,mezvinsky34,child,7,Page 7,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i007.tif,ms0274_mezvinsky_004_005i007.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i007_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i007_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i007.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky18,mezvinsky,mezvinsky34,child,8,Page 8,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i008.tif,ms0274_mezvinsky_004_005i008.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i008_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i008_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i008.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
mezvinsky19,mezvinsky,mezvinsky34,child,9,Page 9,MS 274,Edward M. Mezvinsky papers,https://n2t.net/ark:/87292/w9gt9b,,,,,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/jpeg,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,,,Iowa State University. Library,http://id.loc.gov/authorities/names/n82160893,,MS0274_Mezvinsky_004_005i009.tif,ms0274_mezvinsky_004_005i009.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/small/ms0274_mezvinsky_004_005i009_sm.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/thumbs/ms0274_mezvinsky_004_005i009_th.jpg,https://digitalcollections.iastatedigital.org/objects/mezvinsky/ms0274_mezvinsky_004_005i009.jpg,,,,,,,,,,,,Edward Mezvinsky Collection; Edward Mezvinsky,https://n2t.net/ark:/87292/w9m32n92j; https://n2t.net/ark:/87292/w9xw4823t,,reformatted digital
